Origin country (code),Origin country (name),Host country (code),Host country (name),Profession,Year from,Year to,Establishment,Type of decision,Pos/Neg/Neutral,Total,Recognition,Qualification/Training,Qualification level,Isco code 1,Isco label 1
RO,Romania,DE,Germany,Doctor of Medicine,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,237,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
RO,Romania,DE,Germany,Secondary school teacher,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Architect,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
RO,Romania,DE,Germany,Veterinary Surgeon,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,15,Sectoral professions Annex V - automatic recognition,,,2250,Veterinarians
RO,Romania,DE,Germany,Dental Practitioner,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,30,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
RO,Romania,DE,Germany,Midwife,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
RO,Romania,DE,Germany,Nurse,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,201,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Engineer,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,108,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Engineer,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,114,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Pharmacist,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
RO,Romania,DE,Germany,Physiotherapist,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
RO,Romania,DE,Germany,Nurse,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,282,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Nurse,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,24,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Doctor of Medicine,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
RO,Romania,DE,Germany,Nurse,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Nursing Assistants and Health Care Assistants,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,4,Sectoral professions Annex V - automatic recognition,,,,
RO,Romania,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
RO,Romania,DE,Germany,Physiotherapist,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,5,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
RO,Romania,DE,Germany,Radiographer / Radiotherapist,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
RO,Romania,DE,Germany,Air conditioning technician/Heating/Central heating technician/installer/repairer/Maintenance-Installation of ventilation equipment,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,7127,Air conditioning and refrigeration mechanics
RO,Romania,DE,Germany,Pharmacist,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,4,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
RO,Romania,DE,Germany,Nursing Assistants and Health Care Assistants,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,10,Sectoral professions Annex V - automatic recognition,,,,
RO,Romania,DE,Germany,Masseur/Massage therapist/Spa therapist,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3255,Physiotherapy technicians and assistants
RO,Romania,DE,Germany,Veterinary Surgeon,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
RO,Romania,DE,Germany,Child care worker,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
RO,Romania,DE,Germany,Engineer,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,11,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Secondary school teacher,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Nursing Assistants and Health Care Assistants,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,,
RO,Romania,DE,Germany,Secondary school teacher,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,26,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Mason /Bricklayer,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,7122,Floor layers and tile setters
RO,Romania,DE,Germany,Dental Practitioner,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,21,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
RO,Romania,DE,Germany,Nurse,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,171,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Dental Practitioner,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
RO,Romania,DE,Germany,Geriatric nurse/Carer for the aged,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2221,Nursing professionals
RO,Romania,DE,Germany,Psychotherapist,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2634,Psychologists
RO,Romania,DE,Germany,Secondary school teacher,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,10,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Secondary school teacher,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Child care worker,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,30,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
RO,Romania,DE,Germany,Doctor of Medicine,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,153,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
RO,Romania,DE,Germany,Nursing Assistants and Health Care Assistants,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,,
RO,Romania,DE,Germany,Mason /Bricklayer,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,7122,Floor layers and tile setters
RO,Romania,DE,Germany,Secondary school teacher,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Engineer,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,8,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Dental Practitioner,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,5,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
RO,Romania,DE,Germany,Physiotherapist,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
RO,Romania,DE,Germany,Nurse,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Nursing Assistants and Health Care Assistants,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,,
RO,Romania,DE,Germany,Nurse,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,7,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
RO,Romania,DE,Germany,Doctor of Medicine,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
RO,Romania,DE,Germany,Physiotherapist,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
RO,Romania,DE,Germany,Engineer,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,4,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Nursing Assistants and Health Care Assistants,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,,
RO,Romania,DE,Germany,Child care worker,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
RO,Romania,DE,Germany,Engineer,2005,2006,Yes,Positive Automatic General System (no compensation measures imposed),+,19,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Doctor of Medicine,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,10,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
RO,Romania,DE,Germany,Secondary school teacher,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,17,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
RO,Romania,DE,Germany,Engineer,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,13,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Physiotherapist,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
RO,Romania,DE,Germany,Engineer,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,138,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
RO,Romania,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
RO,Romania,DE,Germany,Pharmacist,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
SE,Sweden,DE,Germany,Nursing Assistants and Health Care Assistants,2012,2012,No,Check of qualifications (Article 7.4.(2)) - positive automatic,+,1,Sectoral professions Annex V - automatic recognition,,,,
SE,Sweden,DE,Germany,Accountant/ Tax advisor,2023,2023,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,2,Sectoral professions Annex V - automatic recognition,,,2411,Accountants
SE,Sweden,DE,Germany,Accountant/ Tax advisor,2015,2015,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,1,Sectoral professions Annex V - automatic recognition,,,2411,Accountants
SE,Sweden,DE,Germany,Secondary school teacher,2011,2011,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,5,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Child care worker,2011,2011,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,1,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
SE,Sweden,DE,Germany,Nursing Assistants and Health Care Assistants,2012,2012,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,1,Sectoral professions Annex V - automatic recognition,,,,
SE,Sweden,DE,Germany,Secondary school teacher,2012,2012,No,Declarations received by the host country (Art. 7.1)- except cases covered by Art. 7.4,0,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,2009,2009,Yes,Negative Automatic Sectoral professions,-,2,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Doctor of Medicine,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Doctor of Medicine,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Doctor of Medicine,2023,2023,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Architect,2023,2023,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
SE,Sweden,DE,Germany,Nurse,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Architect,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
SE,Sweden,DE,Germany,Dental Practitioner,2023,2023,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
SE,Sweden,DE,Germany,Nurse,2022,2022,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Doctor of Medicine,2021,2021,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Training in General Medical Practice (Article 28 of Directive 2005/36/EC),,221,Medical doctors
SE,Sweden,DE,Germany,Doctor of Medicine,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Nurse,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Doctor of Medicine,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Nurse,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Doctor of Medicine,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,5,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Doctor of Medicine,2012,2012,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Pharmacist,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
SE,Sweden,DE,Germany,Veterinary Surgeon,2010,2010,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
SE,Sweden,DE,Germany,Veterinary Surgeon,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
SE,Sweden,DE,Germany,Architect,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
SE,Sweden,DE,Germany,Nurse,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Doctor of Medicine,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,2,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Nurse,2007,2007,Yes,Positive Automatic Sectoral Professions ,+,2,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Dental Practitioner,2007,2007,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
SE,Sweden,DE,Germany,Doctor of Medicine,2007,2007,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Hairdresser / Barber /Wig-maker,2010,2010,Yes,Automatic recognition of professional experience ('crafts'),+,1,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
SE,Sweden,DE,Germany,Dental technician,2007,2007,Yes,Automatic recognition of professional experience ('crafts'),+,1,Sectoral professions Annex V - automatic recognition,,,3214,Medical and dental prosthetic technicians
SE,Sweden,DE,Germany,Hairdresser / Barber /Wig-maker,2007,2007,Yes,Automatic recognition of professional experience ('crafts'),+,1,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
SE,Sweden,DE,Germany,Dietician,2012,2012,Yes,Undergoing adaptation period,0,1,Sectoral professions Annex V - automatic recognition,,,2265,Dieticians and nutritionists
SE,Sweden,DE,Germany,Secondary school teacher,2011,2011,Yes,Undergoing adaptation period,0,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Secondary school teacher,2012,2012,Yes,Undergoing adaptation period,0,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,2001,2002,Yes,Undergoing adaptation period,0,1,Sectoral professions Annex V - automatic recognition,Specialist nurse training (national training requirements),,2221,Nursing professionals
SE,Sweden,DE,Germany,Doctor of Medicine,2019,2019,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
SE,Sweden,DE,Germany,Special needs teacher,2017,2017,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,,,2352,Special needs teachers
SE,Sweden,DE,Germany,Secondary school teacher,2023,2023,Yes,Being examined,0,6,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Air conditioning technician/Heating/Central heating technician/installer/repairer/Maintenance-Installation of ventilation equipment,2009,2009,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,7127,Air conditioning and refrigeration mechanics
SE,Sweden,DE,Germany,Secondary school teacher,2021,2021,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Dental Practitioner,2020,2020,Yes,Being examined,0,12,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
SE,Sweden,DE,Germany,Nurse,2017,2017,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Psychotherapist,2011,2011,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,2634,Psychologists
SE,Sweden,DE,Germany,Nurse,2011,2011,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Secondary school teacher,2011,2011,Yes,Being examined,0,18,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nursing Assistants and Health Care Assistants,2010,2010,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,,
SE,Sweden,DE,Germany,Secondary school teacher,2012,2012,Yes,Being examined,0,12,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,2009,2009,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Secondary school teacher,2018,2018,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,2018,2018,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Secondary school teacher,2009,2009,Yes,Being examined,0,12,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Physiotherapist,2009,2009,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
SE,Sweden,DE,Germany,Secondary school teacher,2008,2008,Yes,Being examined,0,10,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nursing Assistants and Health Care Assistants,2009,2009,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,,
SE,Sweden,DE,Germany,Physiotherapist,2008,2008,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
SE,Sweden,DE,Germany,Secondary school teacher,2007,2007,Yes,Being examined,0,10,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Secondary school teacher,2005,2006,Yes,Being examined,0,5,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Secondary school teacher,2003,2004,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,2003,2004,Yes,Being examined,0,1,Sectoral professions Annex V - automatic recognition,Specialist nurse training (national training requirements),,2221,Nursing professionals
SE,Sweden,DE,Germany,Secondary school teacher,2001,2002,Yes,Being examined,0,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,1999,2000,Yes,Being examined,0,8,Sectoral professions Annex V - automatic recognition,Specialist nurse training (national training requirements),,2221,Nursing professionals
SE,Sweden,DE,Germany,Secondary school teacher,1999,2000,Yes,Being examined,0,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Physiotherapist,1997,1998,Yes,Being examined,0,2,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
SE,Sweden,DE,Germany,Secondary school teacher,2012,2012,Yes,Negative after adaptation period (general system) ,-,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Nurse,2019,2019,Yes,Negative after aptitude test (general system),-,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
SE,Sweden,DE,Germany,Auditor (other than financial),2008,2008,Yes,Negative after aptitude test (general system),-,1,Sectoral professions Annex V - automatic recognition,,,,
SE,Sweden,DE,Germany,Lawyer/Barrister/Solicitor,2003,2004,Yes,Negative after aptitude test (general system),-,1,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
SE,Sweden,DE,Germany,Geriatric nurse/Carer for the aged,2013,2013,Yes,Negative Automatic General System and professional experience ('crafts'),-,1,Sectoral professions Annex V - automatic recognition,,,2221,Nursing professionals
SE,Sweden,DE,Germany,Masseur/Massage therapist/Spa therapist,2010,2010,Yes,Negative Automatic General System and professional experience ('crafts'),-,2,Sectoral professions Annex V - automatic recognition,,,3255,Physiotherapy technicians and assistants
SE,Sweden,DE,Germany,Nursing Assistants and Health Care Assistants,2009,2009,Yes,Negative Automatic General System and professional experience ('crafts'),-,1,Sectoral professions Annex V - automatic recognition,,,,
SE,Sweden,DE,Germany,Secondary school teacher,2007,2007,Yes,Negative Automatic General System and professional experience ('crafts'),-,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Secondary school teacher,2005,2006,Yes,Negative Automatic General System and professional experience ('crafts'),-,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Secondary school teacher,2001,2002,Yes,Negative Automatic General System and professional experience ('crafts'),-,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Lawyer/Barrister/Solicitor,2001,2002,Yes,Negative Automatic General System and professional experience ('crafts'),-,1,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
SE,Sweden,DE,Germany,Secondary school teacher,1999,2000,Yes,Negative Automatic General System and professional experience ('crafts'),-,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
SE,Sweden,DE,Germany,Speech and language therapist,1997,1998,Yes,Negative Automatic General System and professional experience ('crafts'),-,1,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
SE,Sweden,DE,Germany,Child care worker,2022,2022,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
SE,Sweden,DE,Germany,Child care worker,2021,2021,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
SE,Sweden,DE,Germany,Child care worker,2020,2020,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
SE,Sweden,DE,Germany,Secondary school teacher,2021,2021,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
